Attack Pattern,Measure,MiniLM,ATTACK,Mpnet,Multilingual
637,6,0.29,0.23,0.33,0.39
639,8,0.32,0.37,0.33,0.43
639,4,0.29,0.34,0.26,0.43
639,6,0.27,0.34,0.26,0.43
640,4,0.33,0.18,0.27,0.47
645,6,0.31,0.26,0.34,0.34
645,8,0.3,0.26,0.34,0.34
646,5,0.41,0.18,0.35,0.46
654,6,0.28,0.32,0.4,0.42
654,4,0.23,0.32,0.4,0.42
654,5,0.23,0.32,0.4,0.42
654,8,0.23,0.32,0.4,0.42
661,4,0.35,0.15,0.22,0.35
661,9,0.34,0.15,0.22,0.35
668,9,0.28,0.49,0.17,0.52
674,4,0.34,0.31,0.28,0.34
680,8,0.4,0.47,0.47,0.47
692,4,0.35,0.26,0.24,0.41
694,0,0.33,0.15,0.32,0.5
698,4,0.36,0.3,0.31,0.4
