Attack Pattern,Measure,MiniLM,ATTACK,Mpnet,Multilingual
2,9,0.45,0.39,0.44,0.53
4,9,0.33,0.34,0.32,0.43
4,3,0.28,0.34,0.28,0.41
4,4,0.27,0.34,0.28,0.41
4,7,0.19,0.25,0.25,0.41
6,9,0.31,0.24,0.43,0.44
12,9,0.35,0.31,0.27,0.49
12,3,0.35,0.29,0.24,0.47
15,9,0.3,0.27,0.28,0.52
15,4,0.25,0.25,0.25,0.52
16,6,0.12,0.24,0.16,0.36
16,9,0.1,0.19,0.16,0.34
16,4,0.08,0.17,0.15,0.34
21,9,0.39,0.18,0.37,0.45
21,6,0.37,0.18,0.32,0.44
24,9,0.25,0.26,0.19,0.39
25,9,0.3,0.28,0.23,0.37
25,3,0.25,0.25,0.22,0.34
25,4,0.23,0.25,0.22,0.34
25,0,0.23,0.18,0.2,0.31
26,9,0.2,0.25,0.29,0.3
28,9,0.33,0.47,0.42,0.5
28,2,0.27,0.44,0.38,0.5
29,9,0.24,0.3,0.31,0.37
30,9,0.27,0.16,0.31,0.39
50,6,0.27,0.22,0.27,0.47
51,9,0.35,0.1,0.26,0.38
55,6,0.23,0.29,0.27,0.33
58,4,0.36,0.15,0.35,0.41
59,9,0.37,0.19,0.32,0.47
60,9,0.32,0.17,0.29,0.37
64,4,0.21,0.23,0.24,0.3
70,6,0.32,0.32,0.32,0.52
70,0,0.29,0.19,0.31,0.44
70,9,0.29,0.18,0.25,0.41
70,4,0.24,0.15,0.21,0.41
74,9,0.33,0.32,0.32,0.39
80,4,0.18,0.26,0.24,0.32
89,9,0.24,0.32,0.26,0.42
94,3,0.38,0.38,0.38,0.39
102,9,0.26,0.15,0.37,0.35
103,9,0.29,0.15,0.26,0.35
104,9,0.32,0.23,0.38,0.43
117,3,0.35,0.33,0.38,0.53
117,9,0.33,0.31,0.33,0.53
120,3,0.18,0.21,0.13,0.41
122,6,0.48,0.53,0.49,0.45
123,9,0.23,0.21,0.32,0.39
125,9,0.25,0.27,0.37,0.36
125,4,0.24,0.23,0.33,0.36
130,9,0.26,0.32,0.31,0.37
130,4,0.2,0.28,0.26,0.37
130,3,0.2,0.24,0.25,0.36
133,2,0.25,0.44,0.34,0.4
141,9,0.24,0.27,0.34,0.4
141,4,0.21,0.27,0.31,0.37
144,3,0.37,0.4,0.41,0.49
147,9,0.3,0.2,0.25,0.42
148,3,0.26,0.32,0.22,0.31
149,9,0.28,0.13,0.34,0.43
151,9,0.28,0.24,0.27,0.4
158,9,0.43,0.43,0.42,0.58
158,3,0.4,0.39,0.37,0.55
158,4,0.29,0.33,0.3,0.54
161,9,0.43,0.44,0.42,0.45
161,3,0.41,0.43,0.41,0.41
166,9,0.3,0.17,0.19,0.35
168,9,0.22,0.15,0.25,0.36
170,9,0.42,0.34,0.43,0.5
170,4,0.35,0.29,0.36,0.5
173,9,0.32,0.2,0.3,0.4
174,4,0.26,0.2,0.34,0.29
180,6,0.4,0.27,0.26,0.57
190,9,0.39,0.22,0.34,0.41
190,4,0.34,0.2,0.31,0.41
192,3,0.39,0.36,0.42,0.47
192,9,0.37,0.36,0.4,0.46
194,6,0.35,0.3,0.34,0.44
197,4,0.26,0.22,0.25,0.33
198,2,0.29,0.43,0.36,0.32
209,4,0.1,0.13,0.17,0.32
209,9,0.1,0.12,0.17,0.28
215,9,0.27,0.35,0.36,0.37
215,2,0.24,0.33,0.35,0.37
215,4,0.24,0.27,0.27,0.37
216,3,0.38,0.42,0.37,0.44
217,3,0.33,0.41,0.35,0.53
218,0,0.37,0.33,0.39,0.47
218,9,0.35,0.31,0.34,0.47
218,3,0.34,0.31,0.32,0.46
220,3,0.42,0.38,0.41,0.45
220,9,0.35,0.34,0.4,0.41
220,4,0.33,0.32,0.37,0.41
222,9,0.27,0.08,0.22,0.41
222,4,0.24,0.07,0.19,0.32
224,9,0.42,0.32,0.37,0.43
224,4,0.33,0.26,0.3,0.41
226,6,0.27,0.2,0.28,0.43
226,9,0.27,0.1,0.28,0.36
226,0,0.24,0.09,0.23,0.36
226,4,0.24,0.07,0.21,0.35
245,4,0.19,0.21,0.14,0.45
272,3,0.38,0.42,0.37,0.44
272,9,0.3,0.38,0.33,0.44
275,3,0.25,0.36,0.29,0.37
276,3,0.39,0.32,0.41,0.48
276,9,0.36,0.3,0.41,0.48
278,9,0.34,0.36,0.42,0.38
285,9,0.3,0.22,0.26,0.5
285,3,0.24,0.15,0.24,0.48
285,4,0.21,0.15,0.2,0.42
287,9,0.31,0.34,0.39,0.41
287,3,0.29,0.25,0.37,0.36
290,3,0.26,0.3,0.24,0.41
291,3,0.34,0.27,0.26,0.38
292,9,0.33,0.29,0.26,0.42
292,3,0.27,0.22,0.26,0.4
292,4,0.17,0.2,0.21,0.33
294,9,0.34,0.34,0.35,0.48
294,3,0.28,0.28,0.32,0.47
294,4,0.25,0.27,0.28,0.43
294,7,0.2,0.21,0.28,0.43
295,9,0.35,0.25,0.36,0.52
295,4,0.32,0.24,0.35,0.47
295,3,0.28,0.17,0.27,0.41
296,9,0.31,0.31,0.28,0.54
296,3,0.29,0.23,0.25,0.52
297,3,0.18,0.17,0.13,0.4
297,9,0.17,0.17,0.12,0.36
297,4,0.16,0.06,0.06,0.34
298,3,0.28,0.15,0.18,0.44
298,9,0.22,0.15,0.12,0.42
299,3,0.2,0.19,0.19,0.49
299,9,0.17,0.19,0.18,0.41
300,3,0.37,0.2,0.33,0.48
300,9,0.28,0.2,0.26,0.44
301,3,0.3,0.21,0.27,0.47
301,9,0.25,0.21,0.24,0.41
302,3,0.25,0.23,0.25,0.46
302,9,0.23,0.22,0.19,0.39
