Attack Pattern,Measure,MiniLM,ATTACK,Mpnet,Multilingual
303,3,0.27,0.23,0.26,0.51
303,9,0.24,0.23,0.22,0.42
304,3,0.21,0.21,0.21,0.49
304,9,0.2,0.21,0.18,0.4
305,9,0.35,0.32,0.38,0.44
305,3,0.3,0.23,0.35,0.44
305,4,0.26,0.17,0.28,0.41
305,0,0.24,0.15,0.28,0.4
306,9,0.27,0.22,0.38,0.44
306,3,0.21,0.14,0.31,0.44
307,9,0.37,0.17,0.36,0.36
308,3,0.31,0.19,0.34,0.46
308,9,0.25,0.19,0.3,0.42
309,9,0.42,0.48,0.46,0.55
309,3,0.38,0.36,0.45,0.55
310,9,0.43,0.5,0.44,0.55
312,9,0.36,0.22,0.4,0.51
312,4,0.3,0.15,0.32,0.48
313,9,0.4,0.25,0.39,0.51
313,4,0.3,0.17,0.32,0.51
317,9,0.36,0.25,0.32,0.43
318,9,0.3,0.26,0.32,0.47
318,3,0.26,0.17,0.24,0.44
318,4,0.19,0.17,0.23,0.39
319,9,0.27,0.22,0.26,0.44
319,3,0.23,0.13,0.19,0.44
320,9,0.29,0.23,0.35,0.41
321,9,0.21,0.24,0.32,0.35
322,9,0.31,0.23,0.32,0.37
322,4,0.21,0.14,0.25,0.37
323,9,0.29,0.14,0.24,0.38
324,9,0.28,0.18,0.28,0.34
324,4,0.21,0.13,0.21,0.34
325,9,0.29,0.31,0.3,0.47
325,3,0.26,0.2,0.21,0.47
325,4,0.25,0.2,0.21,0.36
326,9,0.24,0.21,0.32,0.37
326,3,0.15,0.1,0.23,0.37
327,9,0.19,0.26,0.3,0.35
327,3,0.11,0.2,0.24,0.35
331,9,0.33,0.29,0.32,0.45
331,3,0.3,0.26,0.3,0.45
331,4,0.25,0.21,0.25,0.39
332,9,0.38,0.28,0.39,0.56
332,3,0.37,0.2,0.35,0.5
332,4,0.31,0.18,0.3,0.45
385,3,0.38,0.31,0.37,0.35
397,6,0.21,0.19,0.28,0.32
401,0,0.38,0.41,0.37,0.44
417,7,0.32,0.47,0.32,0.37
418,7,0.36,0.39,0.34,0.36
420,0,0.23,0.41,0.33,0.3
433,4,0.28,0.41,0.4,0.4
433,9,0.28,0.38,0.39,0.37
433,3,0.25,0.38,0.34,0.32
438,0,0.44,0.43,0.45,0.39
438,1,0.34,0.38,0.35,0.33
439,0,0.51,0.63,0.63,0.5
442,9,0.41,0.51,0.46,0.44
445,0,0.43,0.46,0.42,0.44
445,2,0.4,0.39,0.42,0.44
446,0,0.53,0.65,0.61,0.49
446,1,0.37,0.52,0.39,0.43
447,0,0.41,0.43,0.33,0.34
452,9,0.42,0.4,0.4,0.42
452,0,0.37,0.4,0.35,0.39
456,9,0.46,0.4,0.49,0.42
456,4,0.4,0.37,0.43,0.41
457,3,0.38,0.2,0.31,0.44
461,4,0.36,0.16,0.26,0.45
465,3,0.14,0.24,0.22,0.38
465,7,0.11,0.16,0.2,0.36
467,9,0.25,0.34,0.32,0.4
467,4,0.24,0.34,0.27,0.39
467,7,0.19,0.34,0.27,0.37
469,9,0.24,0.28,0.32,0.42
469,3,0.2,0.25,0.27,0.41
469,4,0.17,0.24,0.27,0.39
470,6,0.35,0.22,0.24,0.44
472,9,0.31,0.23,0.35,0.49
480,9,0.33,0.31,0.43,0.39
481,3,0.19,0.34,0.23,0.35
486,3,0.34,0.3,0.27,0.42
486,9,0.32,0.3,0.25,0.39
486,4,0.22,0.22,0.21,0.39
486,6,0.19,0.11,0.15,0.39
487,9,0.34,0.32,0.33,0.51
487,3,0.31,0.29,0.3,0.47
487,4,0.26,0.25,0.25,0.4
488,9,0.33,0.28,0.32,0.42
488,4,0.31,0.24,0.29,0.42
488,3,0.26,0.22,0.26,0.42
491,9,0.3,0.23,0.2,0.43
492,9,0.27,0.29,0.33,0.36
492,4,0.19,0.28,0.31,0.36
494,3,0.24,0.28,0.22,0.41
494,9,0.24,0.27,0.2,0.37
495,9,0.27,0.26,0.24,0.36
495,3,0.22,0.24,0.23,0.36
495,4,0.18,0.2,0.18,0.35
495,6,0.1,0.14,0.16,0.35
495,7,0.1,0.14,0.16,0.31
496,9,0.22,0.24,0.25,0.44
496,3,0.17,0.18,0.21,0.39
498,9,0.3,0.08,0.3,0.43
498,4,0.26,0.08,0.26,0.36
500,9,0.3,0.18,0.32,0.34
503,9,0.29,0.11,0.32,0.29
509,6,0.37,0.21,0.43,0.42
509,9,0.35,0.11,0.43,0.41
509,4,0.34,0.08,0.37,0.41
509,0,0.27,0.08,0.34,0.38
509,3,0.24,0.03,0.34,0.38
510,4,0.48,0.27,0.49,0.55
510,9,0.41,0.25,0.49,0.49
511,0,0.43,0.51,0.46,0.57
517,0,0.46,0.39,0.45,0.52
517,1,0.38,0.36,0.37,0.47
517,3,0.38,0.34,0.35,0.45
520,0,0.41,0.45,0.39,0.34
520,1,0.37,0.4,0.31,0.29
521,0,0.44,0.43,0.43,0.43
522,0,0.48,0.5,0.51,0.39
523,0,0.47,0.71,0.65,0.41
524,9,0.38,0.29,0.44,0.42
524,0,0.37,0.29,0.43,0.41
528,9,0.33,0.25,0.33,0.42
528,4,0.32,0.24,0.32,0.39
528,3,0.32,0.2,0.29,0.34
529,9,0.47,0.51,0.46,0.55
529,4,0.41,0.42,0.37,0.55
530,0,0.45,0.45,0.48,0.45
530,1,0.38,0.4,0.36,0.39
534,0,0.38,0.45,0.39,0.39
535,0,0.37,0.47,0.41,0.31
540,9,0.31,0.32,0.34,0.4
541,9,0.36,0.19,0.39,0.41
541,4,0.32,0.13,0.32,0.4
544,0,0.45,0.64,0.59,0.4
544,1,0.3,0.52,0.41,0.35
549,9,0.42,0.44,0.38,0.47
550,9,0.22,0.06,0.29,0.31
552,9,0.48,0.24,0.37,0.48
554,9,0.41,0.49,0.4,0.51
555,9,0.38,0.28,0.4,0.52
559,3,0.26,0.26,0.27,0.33
559,9,0.15,0.25,0.23,0.33
559,4,0.14,0.22,0.2,0.3
560,6,0.37,0.29,0.35,0.43
561,6,0.32,0.2,0.31,0.35
562,7,0.23,0.29,0.3,0.31
562,2,0.23,0.12,0.29,0.28
564,6,0.37,0.24,0.34,0.32
565,6,0.33,0.33,0.39,0.47
565,9,0.29,0.25,0.39,0.42
565,4,0.24,0.2,0.31,0.42
569,9,0.46,0.32,0.39,0.52
569,4,0.44,0.32,0.34,0.5
569,6,0.44,0.3,0.32,0.45
571,3,0.41,0.23,0.36,0.41
571,7,0.37,0.23,0.33,0.39
571,0,0.36,0.19,0.33,0.36
572,3,0.26,0.18,0.26,0.39
572,4,0.21,0.18,0.26,0.36
573,9,0.4,0.25,0.45,0.43
574,9,0.47,0.09,0.43,0.46
577,9,0.32,0.18,0.32,0.44
577,6,0.32,0.15,0.29,0.4
578,9,0.46,0.3,0.31,0.51
578,6,0.41,0.29,0.29,0.51
580,9,0.44,0.51,0.49,0.5
581,9,0.49,0.46,0.45,0.54
582,3,0.4,0.36,0.36,0.44
582,9,0.35,0.34,0.33,0.42
582,4,0.29,0.32,0.28,0.39
583,9,0.38,0.34,0.38,0.45
583,3,0.37,0.29,0.35,0.44
583,4,0.29,0.29,0.31,0.41
583,6,0.28,0.23,0.27,0.39
583,0,0.24,0.21,0.26,0.39
585,9,0.32,0.37,0.32,0.44
585,3,0.31,0.37,0.29,0.41
585,4,0.29,0.37,0.27,0.41
587,9,0.25,0.22,0.28,0.39
587,4,0.22,0.22,0.23,0.37
588,9,0.19,0.26,0.19,0.46
594,9,0.27,0.32,0.21,0.41
594,3,0.27,0.29,0.2,0.37
594,4,0.19,0.26,0.15,0.37
595,3,0.28,0.27,0.24,0.36
595,9,0.27,0.26,0.24,0.36
595,4,0.22,0.19,0.17,0.31
595,0,0.12,0.13,0.17,0.31
596,3,0.24,0.24,0.29,0.39
598,9,0.27,0.28,0.22,0.45
598,3,0.25,0.27,0.22,0.41
599,3,0.26,0.26,0.28,0.28
599,9,0.18,0.25,0.23,0.28
599,4,0.16,0.22,0.23,0.27
600,6,0.35,0.32,0.31,0.55
600,9,0.34,0.22,0.31,0.49
600,4,0.33,0.18,0.23,0.49
600,0,0.28,0.17,0.19,0.49
601,3,0.34,0.27,0.31,0.4
601,9,0.31,0.27,0.31,0.36
601,4,0.31,0.24,0.26,0.35
607,9,0.32,0.28,0.26,0.37
607,3,0.31,0.24,0.25,0.37
609,3,0.28,0.2,0.31,0.4
609,9,0.26,0.2,0.29,0.37
609,4,0.23,0.16,0.26,0.36
610,3,0.41,0.33,0.38,0.51
610,9,0.36,0.3,0.37,0.51
610,4,0.34,0.3,0.33,0.5
610,7,0.34,0.21,0.28,0.43
612,9,0.26,0.19,0.22,0.43
613,9,0.3,0.25,0.27,0.56
619,9,0.2,0.11,0.21,0.49
621,3,0.25,0.24,0.33,0.57
624,3,0.44,0.32,0.31,0.44
627,3,0.2,0.17,0.19,0.35
628,9,0.23,0.21,0.2,0.43
628,3,0.23,0.19,0.18,0.33
628,4,0.17,0.19,0.15,0.33
631,9,0.21,0.31,0.24,0.37
632,9,0.28,0.33,0.26,0.36
635,9,0.18,0.12,0.21,0.22
635,4,0.14,0.12,0.18,0.19
635,3,0.13,0.1,0.18,0.17
644,6,0.33,0.29,0.32,0.4
644,9,0.33,0.18,0.31,0.38
646,9,0.43,0.22,0.37,0.48
646,3,0.42,0.16,0.33,0.45
648,9,0.36,0.24,0.37,0.47
651,3,0.36,0.14,0.25,0.45
652,6,0.33,0.26,0.34,0.36
654,6,0.29,0.24,0.38,0.42
655,4,0.19,0.18,0.18,0.39
657,9,0.4,0.33,0.4,0.5
664,4,0.34,0.25,0.29,0.45
664,9,0.33,0.23,0.29,0.4
664,6,0.3,0.22,0.25,0.4
664,0,0.29,0.22,0.24,0.38
664,3,0.29,0.21,0.24,0.38
665,0,0.41,0.26,0.33,0.43
666,9,0.23,0.11,0.27,0.38
666,3,0.21,0.1,0.26,0.38
666,4,0.18,0.1,0.26,0.35
671,0,0.44,0.41,0.39,0.3
671,1,0.34,0.4,0.37,0.3
672,0,0.4,0.35,0.35,0.26
674,9,0.33,0.32,0.32,0.29
680,6,0.33,0.19,0.32,0.35
694,9,0.32,0.2,0.37,0.48
695,2,0.33,0.38,0.35,0.35
697,9,0.38,0.22,0.24,0.4
697,3,0.29,0.18,0.22,0.4
699,3,0.33,0.18,0.16,0.43
700,3,0.35,0.2,0.28,0.43
