Attack Pattern,Measure,MiniLM,ATTACK,Mpnet,Multilingual
117,1,0.23,0.25,0.3,0.38
120,3,0.18,0.21,0.13,0.41
120,4,0.18,0.18,0.13,0.4
120,9,0.18,0.18,0.13,0.37
120,7,0.1,0.18,0.12,0.34
120,0,0.05,0.18,0.12,0.3
120,1,0.05,0.18,0.12,0.28
120,5,0.03,0.12,0.12,0.28
120,6,0.02,0.12,0.1,0.28
120,8,0.01,0.09,0.1,0.26
120,2,-0.01,0.09,0.1,0.21
121,2,0.35,0.49,0.4,0.38
121,9,0.35,0.35,0.37,0.38
121,0,0.35,0.32,0.32,0.38
121,3,0.31,0.29,0.29,0.38
121,6,0.3,0.29,0.27,0.38
121,1,0.25,0.29,0.26,0.38
121,4,0.24,0.27,0.26,0.38
121,5,0.22,0.24,0.26,0.26
121,7,0.22,0.18,0.24,0.26
121,8,0.2,0.18,0.2,0.26
122,6,0.48,0.53,0.49,0.45
122,0,0.43,0.49,0.48,0.45
123,9,0.23,0.21,0.32,0.39
123,2,0.2,0.18,0.29,0.37
123,4,0.2,0.18,0.25,0.37
123,3,0.2,0.17,0.24,0.3
123,6,0.18,0.14,0.24,0.29
123,7,0.18,0.12,0.2,0.26
