Attack Pattern,Measure,MiniLM,ATTACK,Mpnet,Multilingual
5,9,0.36,0.38,0.32,0.38
6,7,0.3,0.22,0.37,0.46
8,0,0.31,0.33,0.23,0.49
8,7,0.29,0.33,0.23,0.49
8,5,0.28,0.33,0.23,0.49
8,3,0.27,0.33,0.23,0.49
12,3,0.32,0.35,0.22,0.44
20,7,0.33,0.51,0.35,0.58
31,5,0.35,0.25,0.27,0.4
34,3,0.29,0.35,0.25,0.37
34,4,0.29,0.35,0.25,0.37
34,0,0.28,0.35,0.25,0.37
34,5,0.26,0.35,0.25,0.37
34,8,0.23,0.35,0.25,0.37
41,0,0.27,0.34,0.3,0.48
41,5,0.26,0.34,0.29,0.48
41,4,0.25,0.34,0.29,0.48
41,6,0.24,0.34,0.29,0.48
60,5,0.34,0.16,0.26,0.34
70,6,0.32,0.25,0.34,0.43
70,7,0.3,0.25,0.34,0.43
70,5,0.28,0.25,0.34,0.43
70,8,0.28,0.25,0.34,0.43
87,8,0.26,0.36,0.39,0.37
90,9,0.4,0.36,0.35,0.47
95,8,0.29,0.23,0.36,0.44
95,0,0.23,0.23,0.36,0.44
110,0,0.26,0.22,0.34,0.39
115,8,0.41,0.29,0.38,0.46
124,8,0.37,0.21,0.38,0.38
126,8,0.24,0.26,0.33,0.36
141,7,0.27,0.28,0.36,0.37
144,4,0.34,0.38,0.4,0.47
144,0,0.32,0.37,0.38,0.44
153,7,0.3,0.43,0.42,0.55
153,5,0.29,0.43,0.42,0.55
153,4,0.28,0.43,0.42,0.55
153,8,0.27,0.43,0.42,0.55
162,3,0.34,0.35,0.29,0.37
167,5,0.31,0.29,0.34,0.41
170,5,0.38,0.28,0.38,0.53
170,0,0.34,0.23,0.37,0.53
170,4,0.34,0.21,0.35,0.53
179,8,0.25,0.13,0.39,0.42
179,3,0.24,0.13,0.39,0.42
188,8,0.32,0.35,0.36,0.27
188,3,0.3,0.35,0.35,0.27
188,5,0.3,0.35,0.35,0.27
188,6,0.29,0.35,0.35,0.27
190,5,0.35,0.23,0.29,0.41
190,7,0.33,0.23,0.29,0.41
199,5,0.16,0.33,0.21,0.34
199,8,0.16,0.33,0.21,0.33
203,8,0.36,0.22,0.34,0.42
203,7,0.33,0.13,0.32,0.42
204,8,0.39,0.31,0.44,0.48
204,7,0.3,0.29,0.41,0.48
204,3,0.25,0.29,0.41,0.48
207,3,0.37,0.32,0.28,0.43
207,8,0.33,0.32,0.28,0.43
234,8,0.33,0.17,0.3,0.38
240,8,0.41,0.31,0.36,0.38
240,5,0.38,0.31,0.31,0.38
267,7,0.31,0.45,0.36,0.41
267,8,0.31,0.45,0.36,0.41
270,8,0.37,0.19,0.27,0.4
270,7,0.36,0.19,0.26,0.4
273,3,0.29,0.33,0.27,0.39
273,4,0.26,0.33,0.27,0.39
273,0,0.24,0.33,0.27,0.39
273,5,0.24,0.33,0.27,0.39
273,8,0.24,0.33,0.27,0.39
287,5,0.27,0.28,0.35,0.42
291,4,0.34,0.23,0.26,0.38
293,9,0.34,0.31,0.45,0.34
328,9,0.42,0.39,0.33,0.44
329,9,0.31,0.36,0.37,0.42
388,3,0.27,0.31,0.38,0.33
388,8,0.27,0.31,0.38,0.33
390,9,0.54,0.53,0.54,0.64
398,7,0.37,0.41,0.35,0.28
412,8,0.3,0.35,0.29,0.33
412,3,0.27,0.35,0.29,0.33
412,4,0.25,0.35,0.29,0.33
418,3,0.3,0.3,0.33,0.36
418,8,0.3,0.3,0.33,0.36
418,9,0.26,0.3,0.33,0.36
420,3,0.27,0.41,0.33,0.31
421,8,0.36,0.31,0.35,0.31
424,8,0.3,0.38,0.28,0.34
424,0,0.25,0.38,0.28,0.34
424,5,0.25,0.38,0.28,0.34
427,5,0.33,0.3,0.31,0.33
439,3,0.52,0.58,0.57,0.5
446,3,0.55,0.62,0.57,0.58
446,4,0.33,0.52,0.46,0.42
457,7,0.38,0.32,0.44,0.42
458,7,0.37,0.31,0.37,0.34
477,7,0.31,0.36,0.24,0.47
478,8,0.32,0.14,0.34,0.4
478,5,0.31,0.14,0.34,0.4
478,7,0.29,0.14,0.34,0.4
489,9,0.27,0.42,0.39,0.42
498,8,0.32,0.13,0.36,0.41
498,5,0.29,0.13,0.36,0.41
498,6,0.27,0.13,0.36,0.41
498,7,0.26,0.13,0.36,0.39
498,0,0.25,0.13,0.36,0.39
499,8,0.33,0.23,0.25,0.4
510,8,0.4,0.24,0.45,0.49
510,6,0.39,0.24,0.45,0.49
510,5,0.37,0.24,0.45,0.49
510,7,0.36,0.24,0.45,0.49
510,3,0.33,0.24,0.45,0.49
520,3,0.39,0.39,0.33,0.34
522,3,0.53,0.47,0.48,0.39
523,3,0.52,0.66,0.59,0.44
523,4,0.41,0.57,0.54,0.44
541,8,0.39,0.13,0.35,0.44
544,3,0.48,0.62,0.52,0.47
558,8,0.35,0.2,0.31,0.48
558,5,0.34,0.2,0.3,0.48
561,8,0.38,0.22,0.38,0.33
565,5,0.31,0.28,0.35,0.46
571,3,0.47,0.29,0.33,0.34
571,5,0.4,0.29,0.33,0.29
571,1,0.36,0.28,0.33,0.29
571,4,0.34,0.28,0.33,0.29
571,8,0.34,0.28,0.33,0.29
575,8,0.41,0.18,0.4,0.41
576,5,0.33,0.19,0.32,0.41
577,8,0.39,0.23,0.37,0.41
583,9,0.32,0.29,0.37,0.47
585,3,0.29,0.34,0.29,0.38
