Attack Pattern,Measure,MiniLM,ATTACK,Mpnet,Multilingual
1,2,0.26,0.23,0.39,0.49
1,9,0.18,0.19,0.33,0.47
1,7,0.16,0.19,0.28,0.45
1,3,0.13,0.19,0.28,0.45
1,8,0.13,0.19,0.28,0.42
2,9,0.37,0.38,0.35,0.55
3,2,0.1,0.22,0.1,0.25
3,1,0.08,0.22,0.1,0.22
3,0,0.08,0.15,0.07,0.22
3,3,0.07,0.15,0.06,0.22
3,9,0.04,0.14,0.06,0.22
3,8,0.01,0.14,0.06,0.2
3,5,0.01,0.06,0.02,0.18
3,4,0.01,0.03,0.01,0.18
3,7,-0.0,0.03,0.01,0.18
3,6,-0.0,0.01,-0.02,0.13
4,3,0.3,0.34,0.33,0.39
4,9,0.28,0.31,0.27,0.37
5,9,0.41,0.31,0.34,0.42
5,3,0.32,0.31,0.34,0.41
5,0,0.3,0.23,0.25,0.39
5,2,0.27,0.21,0.24,0.39
5,4,0.26,0.21,0.24,0.39
5,8,0.26,0.21,0.22,0.3
5,1,0.26,0.17,0.22,0.29
5,6,0.25,0.15,0.22,0.29
5,7,0.23,0.13,0.22,0.28
5,5,0.21,0.13,0.19,0.28
6,2,0.35,0.19,0.31,0.39
7,2,0.32,0.21,0.2,0.27
7,9,0.24,0.21,0.2,0.12
7,8,0.18,0.21,0.16,0.12
8,2,0.41,0.4,0.32,0.51
8,4,0.25,0.24,0.22,0.48
8,9,0.25,0.24,0.22,0.47
8,6,0.24,0.24,0.22,0.41
8,3,0.21,0.24,0.22,0.4
8,7,0.2,0.24,0.17,0.4
8,0,0.19,0.24,0.17,0.39
8,5,0.18,0.24,0.17,0.37
8,8,0.18,0.24,0.17,0.37
8,1,0.16,0.2,0.07,0.36
9,2,0.34,0.24,0.33,0.41
10,2,0.36,0.22,0.26,0.34
10,9,0.21,0.15,0.22,0.29
10,3,0.19,0.15,0.22,0.28
10,4,0.16,0.15,0.18,0.28
11,2,0.27,0.19,0.23,0.39
11,9,0.11,0.19,0.21,0.39
11,0,0.11,0.19,0.19,0.34
11,3,0.1,0.19,0.19,0.33
11,4,0.08,0.19,0.18,0.33
11,8,0.06,0.19,0.18,0.31
11,5,0.06,0.12,0.18,0.27
11,1,0.06,0.11,0.12,0.27
11,7,0.04,0.06,0.12,0.27
11,6,0.04,-0.02,0.06,0.25
12,3,0.35,0.31,0.3,0.39
