Attack Pattern,Measure,MiniLM,ATTACK,Mpnet,Multilingual
143,8,0.3,0.4,0.29,0.3
143,0,0.24,0.39,0.28,0.3
144,4,0.34,0.38,0.4,0.47
144,0,0.32,0.37,0.38,0.44
145,9,0.24,0.4,0.14,0.44
150,8,0.37,0.33,0.35,0.39
151,9,0.3,0.3,0.25,0.3
153,9,0.3,0.43,0.42,0.55
153,4,0.3,0.32,0.35,0.53
157,9,0.32,0.27,0.23,0.49
162,3,0.34,0.35,0.29,0.37
163,6,0.36,0.39,0.35,0.45
165,8,0.37,0.22,0.31,0.36
170,5,0.38,0.28,0.38,0.53
170,0,0.34,0.23,0.37,0.53
170,4,0.34,0.21,0.35,0.53
174,9,0.27,0.25,0.34,0.27
180,8,0.45,0.38,0.36,0.59
181,9,0.21,0.13,0.34,0.29
187,4,0.41,0.42,0.42,0.57
194,9,0.38,0.32,0.32,0.38
196,9,0.31,0.15,0.24,0.48
201,8,0.32,0.29,0.3,0.37
203,8,0.36,0.22,0.34,0.42
204,8,0.39,0.31,0.44,0.48
208,3,0.28,0.28,0.32,0.35
216,4,0.37,0.54,0.35,0.47
218,9,0.38,0.37,0.37,0.41
218,3,0.38,0.33,0.35,0.36
220,9,0.44,0.59,0.53,0.41
240,8,0.41,0.31,0.36,0.38
248,0,0.27,0.26,0.3,0.41
250,8,0.31,0.22,0.33,0.35
267,9,0.31,0.45,0.36,0.41
267,7,0.31,0.43,0.31,0.35
271,8,0.39,0.35,0.36,0.42
274,8,0.27,0.24,0.24,0.34
275,4,0.25,0.3,0.24,0.33
276,9,0.35,0.56,0.5,0.4
276,7,0.35,0.28,0.39,0.38
277,9,0.39,0.45,0.46,0.41
279,9,0.41,0.24,0.38,0.29
279,4,0.35,0.14,0.35,0.21
285,9,0.29,0.3,0.31,0.41
293,9,0.34,0.31,0.45,0.34
294,9,0.25,0.29,0.31,0.41
296,9,0.29,0.31,0.27,0.41
296,4,0.25,0.18,0.2,0.41
297,9,0.21,0.23,0.11,0.43
300,9,0.27,0.24,0.26,0.43
300,3,0.26,0.1,0.21,0.43
301,9,0.24,0.26,0.23,0.43
302,9,0.27,0.3,0.17,0.39
303,9,0.27,0.3,0.18,0.41
306,9,0.24,0.24,0.35,0.43
308,9,0.24,0.25,0.31,0.37
312,9,0.32,0.29,0.4,0.49
317,9,0.31,0.25,0.34,0.29
318,9,0.28,0.3,0.32,0.35
318,5,0.26,0.14,0.2,0.33
319,9,0.27,0.28,0.23,0.38
320,9,0.32,0.21,0.34,0.37
320,5,0.29,0.14,0.27,0.37
321,9,0.21,0.28,0.33,0.31
325,9,0.38,0.31,0.31,0.41
326,9,0.21,0.25,0.33,0.34
327,9,0.17,0.31,0.32,0.28
328,9,0.42,0.39,0.33,0.44
329,9,0.31,0.36,0.37,0.42
330,9,0.33,0.43,0.39,0.45
331,9,0.33,0.36,0.34,0.4
332,9,0.34,0.35,0.39,0.42
385,9,0.41,0.34,0.36,0.38
389,9,0.39,0.36,0.37,0.41
390,9,0.54,0.53,0.54,0.64
392,7,0.29,0.38,0.31,0.31
392,9,0.21,0.24,0.24,0.31
393,7,0.33,0.33,0.26,0.3
393,9,0.24,0.23,0.24,0.3
394,7,0.31,0.26,0.2,0.27
395,9,0.47,0.45,0.48,0.55
395,7,0.45,0.45,0.44,0.5
395,8,0.37,0.4,0.43,0.49
397,7,0.27,0.39,0.39,0.29
398,7,0.37,0.41,0.35,0.28
398,8,0.36,0.31,0.33,0.28
399,9,0.31,0.28,0.32,0.41
401,8,0.42,0.41,0.41,0.5
401,4,0.4,0.4,0.37,0.5
406,8,0.45,0.47,0.42,0.35
407,6,0.32,0.32,0.29,0.32
414,3,0.31,0.23,0.23,0.35
415,6,0.38,0.38,0.37,0.41
438,3,0.42,0.37,0.43,0.42
439,3,0.52,0.58,0.57,0.5
439,4,0.38,0.53,0.5,0.46
440,4,0.43,0.47,0.45,0.5
445,4,0.43,0.44,0.46,0.46
445,0,0.42,0.39,0.41,0.46
446,3,0.55,0.62,0.57,0.58
446,4,0.33,0.52,0.46,0.42
457,7,0.38,0.32,0.44,0.42
458,7,0.37,0.31,0.37,0.34
460,9,0.17,0.26,0.24,0.32
461,9,0.31,0.24,0.24,0.51
463,7,0.24,0.5,0.23,0.5
463,9,0.24,0.26,0.17,0.5
463,8,0.18,0.14,0.17,0.42
465,9,0.11,0.33,0.22,0.32
474,7,0.25,0.22,0.2,0.43
475,7,0.36,0.31,0.25,0.54
475,9,0.36,0.21,0.21,0.54
475,3,0.23,0.16,0.17,0.38
476,9,0.31,0.28,0.28,0.49
479,9,0.41,0.34,0.34,0.5
481,9,0.21,0.39,0.2,0.26
481,3,0.13,0.23,0.16,0.26
482,9,0.3,0.34,0.28,0.45
485,7,0.25,0.26,0.23,0.49
485,9,0.22,0.2,0.21,0.49
486,9,0.28,0.33,0.26,0.36
487,9,0.3,0.31,0.34,0.44
488,9,0.28,0.22,0.29,0.41
489,9,0.27,0.42,0.39,0.42
490,9,0.17,0.3,0.24,0.39
492,9,0.18,0.26,0.27,0.33
497,7,0.43,0.36,0.44,0.52
506,9,0.23,0.09,0.26,0.37
507,8,0.49,0.47,0.51,0.48
510,0,0.4,0.24,0.45,0.49
511,4,0.41,0.48,0.5,0.5
516,4,0.43,0.38,0.37,0.39
518,4,0.36,0.42,0.46,0.53
519,4,0.36,0.51,0.47,0.43
520,3,0.39,0.39,0.33,0.34
522,3,0.53,0.47,0.48,0.39
522,4,0.4,0.41,0.41,0.39
523,3,0.52,0.66,0.59,0.44
523,4,0.41,0.57,0.54,0.44
523,0,0.36,0.48,0.43,0.43
530,3,0.44,0.41,0.4,0.43
530,4,0.35,0.36,0.4,0.43
535,3,0.36,0.4,0.34,0.33
535,4,0.33,0.4,0.33,0.33
539,4,0.39,0.33,0.4,0.5
540,0,0.33,0.29,0.31,0.39
541,9,0.39,0.13,0.35,0.44
544,3,0.48,0.62,0.52,0.47
544,4,0.36,0.51,0.5,0.34
545,8,0.42,0.26,0.3,0.51
561,8,0.38,0.22,0.38,0.33
561,6,0.36,0.12,0.32,0.33
562,8,0.31,0.2,0.27,0.3
564,8,0.32,0.17,0.37,0.32
571,3,0.47,0.29,0.33,0.34
575,8,0.41,0.18,0.4,0.41
577,8,0.39,0.23,0.37,0.41
577,5,0.36,0.21,0.32,0.41
578,8,0.46,0.36,0.38,0.5
582,9,0.31,0.37,0.29,0.38
588,0,0.24,0.28,0.16,0.37
591,0,0.29,0.25,0.22,0.43
591,5,0.25,0.25,0.19,0.43
595,9,0.28,0.33,0.23,0.34
596,9,0.23,0.31,0.26,0.37
597,8,0.39,0.32,0.45,0.29
599,9,0.25,0.3,0.28,0.29
601,9,0.35,0.38,0.3,0.32
604,9,0.27,0.28,0.19,0.45
605,9,0.33,0.32,0.27,0.37
606,9,0.38,0.57,0.28,0.49
606,7,0.25,0.57,0.23,0.44
609,9,0.32,0.32,0.38,0.37
610,9,0.36,0.46,0.39,0.49
612,9,0.28,0.24,0.27,0.47
613,9,0.34,0.24,0.27,0.54
614,9,0.46,0.44,0.36,0.44
614,7,0.4,0.35,0.36,0.39
615,9,0.34,0.34,0.31,0.43
617,9,0.27,0.23,0.14,0.39
618,9,0.27,0.27,0.27,0.4
619,9,0.26,0.15,0.25,0.45
620,7,0.37,0.62,0.28,0.58
620,9,0.33,0.35,0.26,0.49
621,9,0.4,0.42,0.45,0.56
621,7,0.3,0.36,0.37,0.5
623,9,0.39,0.35,0.42,0.39
623,7,0.38,0.26,0.38,0.39
624,7,0.53,0.6,0.45,0.42
624,9,0.45,0.45,0.41,0.42
624,3,0.41,0.31,0.32,0.42
625,7,0.44,0.52,0.42,0.43
625,9,0.4,0.39,0.4,0.43
626,9,0.34,0.3,0.32,0.49
627,9,0.22,0.25,0.19,0.26
628,9,0.26,0.24,0.22,0.33
632,9,0.2,0.36,0.31,0.33
634,9,0.42,0.32,0.44,0.5
638,7,0.37,0.25,0.33,0.52
639,8,0.43,0.47,0.4,0.38
639,4,0.27,0.35,0.27,0.38
639,7,0.27,0.35,0.27,0.37
639,0,0.23,0.31,0.26,0.37
647,8,0.42,0.26,0.43,0.56
654,6,0.36,0.2,0.39,0.42
656,9,0.27,0.37,0.29,0.36
656,6,0.27,0.32,0.26,0.34
656,4,0.27,0.26,0.24,0.32
656,0,0.26,0.24,0.24,0.31
656,5,0.23,0.22,0.24,0.3
663,7,0.4,0.33,0.34,0.4
665,7,0.48,0.3,0.42,0.48
666,9,0.27,0.27,0.34,0.35
667,9,0.22,0.26,0.22,0.4
668,7,0.32,0.41,0.23,0.46
668,9,0.32,0.4,0.23,0.44
668,3,0.25,0.11,0.15,0.37
669,4,0.39,0.55,0.46,0.57
669,0,0.38,0.47,0.41,0.57
674,7,0.36,0.34,0.31,0.29
679,8,0.38,0.31,0.39,0.32
680,8,0.38,0.35,0.39,0.31
681,8,0.41,0.34,0.43,0.55
690,8,0.41,0.34,0.3,0.38
692,4,0.31,0.29,0.27,0.38
696,7,0.38,0.31,0.32,0.42
699,9,0.32,0.33,0.26,0.41
700,9,0.3,0.29,0.32,0.41
700,4,0.26,0.18,0.27,0.41
701,9,0.29,0.23,0.39,0.39
