Attack Pattern,Measure,MiniLM,ATTACK,Mpnet,Multilingual
6,9,0.31,0.24,0.43,0.44
16,6,0.12,0.24,0.16,0.36
25,9,0.3,0.28,0.23,0.37
26,9,0.2,0.25,0.29,0.3
29,9,0.24,0.3,0.31,0.37
50,6,0.27,0.22,0.27,0.47
59,9,0.37,0.19,0.32,0.47
60,9,0.32,0.17,0.29,0.37
70,6,0.32,0.32,0.32,0.52
104,9,0.32,0.23,0.38,0.43
123,9,0.23,0.21,0.32,0.39
147,9,0.3,0.2,0.25,0.42
158,9,0.43,0.43,0.42,0.58
158,3,0.4,0.39,0.37,0.55
158,4,0.29,0.33,0.3,0.54
161,9,0.43,0.44,0.42,0.45
192,3,0.39,0.36,0.42,0.47
192,9,0.37,0.36,0.4,0.46
216,3,0.38,0.42,0.37,0.44
220,3,0.42,0.38,0.41,0.45
222,9,0.27,0.08,0.22,0.41
224,9,0.42,0.32,0.37,0.43
226,6,0.27,0.2,0.28,0.43
285,9,0.3,0.22,0.26,0.5
287,9,0.31,0.34,0.39,0.41
287,3,0.29,0.25,0.37,0.36
294,9,0.34,0.34,0.35,0.48
294,3,0.28,0.28,0.32,0.47
295,9,0.35,0.25,0.36,0.52
295,4,0.32,0.24,0.35,0.47
295,3,0.28,0.17,0.27,0.41
296,9,0.31,0.31,0.28,0.54
302,3,0.25,0.23,0.25,0.46
303,3,0.27,0.23,0.26,0.51
312,9,0.36,0.22,0.4,0.51
317,9,0.36,0.25,0.32,0.43
318,9,0.3,0.26,0.32,0.47
318,3,0.26,0.17,0.24,0.44
323,9,0.29,0.14,0.24,0.38
332,9,0.38,0.28,0.39,0.56
332,3,0.37,0.2,0.35,0.5
438,0,0.44,0.43,0.45,0.39
439,0,0.51,0.63,0.63,0.5
446,0,0.53,0.65,0.61,0.49
446,1,0.37,0.52,0.39,0.43
456,9,0.46,0.4,0.49,0.42
465,3,0.14,0.24,0.22,0.38
469,9,0.24,0.28,0.32,0.42
487,9,0.34,0.32,0.33,0.51
487,3,0.31,0.29,0.3,0.47
496,9,0.22,0.24,0.25,0.44
496,3,0.17,0.18,0.21,0.39
503,9,0.29,0.11,0.32,0.29
510,4,0.48,0.27,0.49,0.55
517,0,0.46,0.39,0.45,0.52
520,0,0.41,0.45,0.39,0.34
521,0,0.44,0.43,0.43,0.43
522,0,0.48,0.5,0.51,0.39
528,9,0.33,0.25,0.33,0.42
530,0,0.45,0.45,0.48,0.45
541,9,0.36,0.19,0.39,0.41
544,0,0.45,0.64,0.59,0.4
560,6,0.37,0.29,0.35,0.43
561,6,0.32,0.2,0.31,0.35
564,6,0.37,0.24,0.34,0.32
573,9,0.4,0.25,0.45,0.43
574,9,0.47,0.09,0.43,0.46
582,3,0.4,0.36,0.36,0.44
582,9,0.35,0.34,0.33,0.42
583,9,0.38,0.34,0.38,0.45
601,3,0.34,0.27,0.31,0.4
613,9,0.3,0.25,0.27,0.56
646,9,0.43,0.22,0.37,0.48
700,3,0.35,0.2,0.28,0.43
