Attack Pattern,Measure,MiniLM,ATTACK,Mpnet,Multilingual
65,4,0.45,0.34,0.54,0.46
143,4,0.34,0.44,0.37,0.37
144,4,0.39,0.41,0.51,0.54
184,4,0.36,0.4,0.4,0.54
187,4,0.48,0.54,0.55,0.63
216,4,0.45,0.35,0.48,0.53
271,4,0.36,0.33,0.45,0.35
310,4,0.44,0.44,0.47,0.65
401,4,0.46,0.47,0.46,0.52
440,4,0.48,0.47,0.47,0.46
444,4,0.53,0.54,0.51,0.37
445,4,0.49,0.52,0.59,0.43
446,3,0.64,0.66,0.7,0.62
446,4,0.4,0.54,0.44,0.48
511,4,0.48,0.43,0.52,0.51
516,4,0.47,0.44,0.46,0.33
517,4,0.47,0.37,0.45,0.52
518,4,0.46,0.49,0.56,0.51
521,4,0.49,0.45,0.46,0.48
534,4,0.46,0.47,0.53,0.4
537,4,0.5,0.4,0.49,0.39
538,4,0.35,0.48,0.44,0.4
539,4,0.51,0.42,0.52,0.44
544,3,0.58,0.66,0.62,0.52
544,4,0.39,0.45,0.42,0.42
580,4,0.45,0.47,0.49,0.47
581,4,0.42,0.36,0.46,0.59
608,7,0.37,0.61,0.35,0.69
621,7,0.34,0.52,0.35,0.61
639,4,0.44,0.36,0.43,0.51
691,4,0.34,0.44,0.46,0.46
